ForecastKey,DateKey,Chain_ID,Zone,SKU_Code,Forecast_Qty,Forecast_Revenue,Target_Revenue,Forecast_CM2_Value,Confidence_Level,Forecast_Type
1600,202608,CH05,South,SKU-202,268,56917.23,57976.98,19439.92,0.73,Rolling
1601,202608,CH05,South,SKU-203,285,41817.26,40400.54,13762.8,0.91,Rolling
1602,202608,CH05,South,SKU-301,254,41292.42,40575.79,13727.04,0.78,Rolling
1603,202608,CH05,South,SKU-302,289,27302.59,27621.86,9168.72,0.75,Rolling
1604,202608,CH05,South,SKU-303,257,50888.19,52977.23,17034.78,0.8,Rolling
1605,202608,CH05,South,SKU-401,266,92312.48,90183.22,31927.28,0.83,Rolling
1606,202608,CH05,South,SKU-402,274,38793.03,38067.87,12453.16,0.89,Rolling
1607,202608,CH05,East,SKU-101,248,43886.91,43339.68,14126.79,0.81,Rolling
1608,202608,CH05,East,SKU-102,277,77855.81,81205.47,25947.13,0.89,Rolling
1609,202608,CH05,East,SKU-103,295,48729.08,50251.35,16817.15,0.65,Rolling
1610,202608,CH05,East,SKU-201,284,28054.96,29351.84,9398.98,0.77,Rolling
1611,202608,CH05,East,SKU-202,289,63727.84,62935.71,21061.77,0.74,Rolling
1612,202608,CH05,East,SKU-203,255,35592.99,37085.74,11933.1,0.74,Rolling
1613,202608,CH05,East,SKU-301,251,41524.82,40898.44,13650.39,0.83,Rolling
1614,202608,CH05,East,SKU-302,284,25601.52,26155.92,8930.27,0.7,Rolling
1615,202608,CH05,East,SKU-303,281,56059.52,57169.92,18604.62,0.69,Rolling
1616,202608,CH05,East,SKU-401,269,89395.57,93289.81,29216.64,0.77,Rolling
1617,202608,CH05,East,SKU-402,251,32904.78,32869.49,10751.26,0.67,Rolling
1618,202608,CH05,West,SKU-101,284,52899.72,50505.98,18301.57,0.7,Rolling
1619,202608,CH05,West,SKU-102,301,84093.65,86126.69,29122.07,0.76,Rolling
1620,202608,CH05,West,SKU-103,266,43633.63,44473.86,14286.93,0.71,Rolling
1621,202608,CH05,West,SKU-201,256,25277.08,25677.73,8176.58,0.77,Rolling
1622,202608,CH05,West,SKU-202,276,56784.66,54410.06,18385.68,0.9,Rolling
1623,202608,CH05,West,SKU-203,278,37035.79,36215.76,12493.7,0.81,Rolling
1624,202608,CH05,West,SKU-301,269,38111.19,39034.92,13201.55,0.93,Rolling
1625,202608,CH05,West,SKU-302,236,21650.0,22618.0,7092.27,0.87,Rolling
1626,202608,CH05,West,SKU-303,235,45685.6,46914.13,15802.61,0.76,Rolling
1627,202608,CH05,West,SKU-401,271,93905.8,92598.63,30565.75,0.92,Rolling
1628,202608,CH05,West,SKU-402,250,36487.16,37990.32,12544.18,0.7,Rolling
1629,202608,CH06,North,SKU-101,287,59468.22,60711.62,20430.78,0.68,Rolling
1630,202608,CH06,North,SKU-102,274,84262.09,80290.24,29337.93,0.66,Rolling
1631,202608,CH06,North,SKU-103,275,38722.57,36972.35,13303.04,0.77,Rolling
1632,202608,CH06,North,SKU-201,246,27258.94,27497.14,8854.71,0.65,Rolling
1633,202608,CH06,North,SKU-202,280,64493.37,66513.21,21478.02,0.69,Rolling
1634,202608,CH06,North,SKU-203,303,42098.82,43923.43,14648.18,0.82,Rolling
1635,202608,CH06,North,SKU-301,279,42883.79,42522.86,14865.63,0.79,Rolling
1636,202608,CH06,North,SKU-302,287,26791.88,27387.16,9260.51,0.77,Rolling
1637,202608,CH06,North,SKU-303,247,49383.03,47542.9,15973.41,0.7,Rolling
1638,202608,CH06,North,SKU-401,283,94083.93,97347.92,30900.82,0.89,Rolling
1639,202608,CH06,North,SKU-402,269,35770.38,35223.59,12349.39,0.66,Rolling
1640,202608,CH06,South,SKU-101,267,47637.79,47704.73,16651.92,0.72,Rolling
1641,202608,CH06,South,SKU-102,281,83241.4,80784.84,27812.11,0.94,Rolling
1642,202608,CH06,South,SKU-103,254,39155.25,39409.96,13252.24,0.8,Rolling
1643,202608,CH06,South,SKU-201,288,29464.94,30262.11,10295.11,0.94,Rolling
1644,202608,CH06,South,SKU-202,295,71215.35,73910.46,23594.25,0.77,Rolling
1645,202608,CH06,South,SKU-203,268,34813.55,33152.76,11287.84,0.78,Rolling
1646,202608,CH06,South,SKU-301,259,36464.78,37987.06,12648.17,0.92,Rolling
1647,202608,CH06,South,SKU-302,282,24528.15,23624.06,8575.8,0.75,Rolling
1648,202608,CH06,South,SKU-303,274,59121.83,60632.68,20115.32,0.79,Rolling
1649,202608,CH06,South,SKU-401,275,103768.19,104222.46,33330.76,0.93,Rolling
1650,202608,CH06,South,SKU-402,269,39032.07,40264.52,12562.16,0.72,Rolling
1651,202608,CH06,East,SKU-101,292,55623.22,55289.71,18091.69,0.94,Rolling
1652,202608,CH06,East,SKU-102,255,75653.24,73707.77,26339.67,0.65,Rolling
1653,202608,CH06,East,SKU-103,269,40845.98,40485.16,14161.71,0.65,Rolling
1654,202608,CH06,East,SKU-201,251,26290.51,25593.52,8650.5,0.72,Rolling
1655,202608,CH06,East,SKU-202,277,57138.15,57289.72,19640.42,0.67,Rolling
1656,202608,CH06,East,SKU-203,294,43362.33,41836.59,15168.44,0.84,Rolling
1657,202608,CH06,East,SKU-301,273,37789.79,39451.18,12822.83,0.68,Rolling
1658,202608,CH06,East,SKU-302,275,24198.49,23730.89,8129.54,0.8,Rolling
1659,202608,CH06,East,SKU-303,260,53004.78,52756.32,17315.45,0.87,Rolling
1660,202608,CH06,East,SKU-401,296,97850.43,99770.47,34180.05,0.87,Rolling
1661,202608,CH06,East,SKU-402,259,34459.98,35673.29,11824.63,0.83,Rolling
1662,202608,CH06,West,SKU-101,259,51157.51,53564.35,17260.72,0.9,Rolling
1663,202608,CH06,West,SKU-102,287,89847.39,85552.16,30823.17,0.94,Rolling
1664,202608,CH06,West,SKU-103,262,40288.62,41342.2,13939.27,0.83,Rolling
1665,202608,CH06,West,SKU-201,287,28329.04,28132.63,9641.28,0.71,Rolling
1666,202608,CH06,West,SKU-202,279,65959.55,62904.54,22428.85,0.84,Rolling
1667,202608,CH06,West,SKU-203,304,43640.93,45406.61,14848.9,0.74,Rolling
1668,202608,CH06,West,SKU-301,291,43605.32,44523.34,15088.78,0.94,Rolling
1669,202608,CH06,West,SKU-302,308,26706.05,25663.27,8744.26,0.91,Rolling
1670,202608,CH06,West,SKU-303,263,54236.84,55765.39,17653.22,0.74,Rolling
1671,202608,CH06,West,SKU-401,268,102877.63,106323.42,34401.31,0.91,Rolling
1672,202608,CH06,West,SKU-402,263,33914.83,34838.41,11317.16,0.68,Rolling
1673,202608,CH07,North,SKU-101,259,52052.41,49829.68,17686.7,0.86,Rolling
1674,202608,CH07,North,SKU-102,277,74962.05,75614.99,26104.36,0.83,Rolling
1675,202608,CH07,North,SKU-103,275,40492.74,41304.52,14070.7,0.65,Rolling
1676,202608,CH07,North,SKU-201,291,30013.89,31071.42,10346.31,0.92,Rolling
1677,202608,CH07,North,SKU-202,303,69861.89,69096.75,23090.86,0.78,Rolling
1678,202608,CH07,North,SKU-203,282,40610.4,41606.25,13020.28,0.84,Rolling
1679,202608,CH07,North,SKU-301,267,43006.66,43211.41,14904.76,0.86,Rolling
1680,202608,CH07,North,SKU-302,272,21864.11,20830.12,7051.19,0.78,Rolling
1681,202608,CH07,North,SKU-303,272,52143.97,51214.74,17210.84,0.86,Rolling
1682,202608,CH07,North,SKU-401,269,96321.42,98910.65,31083.99,0.88,Rolling
1683,202608,CH07,North,SKU-402,273,35927.5,35601.95,11745.96,0.94,Rolling
1684,202608,CH07,South,SKU-101,269,51720.17,49338.95,17954.3,0.9,Rolling
1685,202608,CH07,South,SKU-102,281,82139.4,86219.5,26969.65,0.88,Rolling
1686,202608,CH07,South,SKU-103,274,44207.82,46411.69,14926.76,0.71,Rolling
1687,202608,CH07,South,SKU-201,270,29524.51,28049.79,9895.16,0.72,Rolling
1688,202608,CH07,South,SKU-202,292,67449.42,65871.52,22305.27,0.93,Rolling
1689,202608,CH07,South,SKU-203,257,32129.31,32144.14,10899.91,0.75,Rolling
1690,202608,CH07,South,SKU-301,279,45249.35,46681.79,15817.58,0.93,Rolling
1691,202608,CH07,South,SKU-302,263,24211.36,23325.43,7975.72,0.69,Rolling
1692,202608,CH07,South,SKU-303,268,50697.16,48297.32,17317.17,0.66,Rolling
1693,202608,CH07,South,SKU-401,278,89776.9,89527.17,30120.4,0.91,Rolling
1694,202608,CH07,South,SKU-402,282,36260.59,35578.48,11730.02,0.79,Rolling
1695,202608,CH07,East,SKU-101,282,57696.3,56056.13,19767.61,0.91,Rolling
1696,202608,CH07,East,SKU-102,252,78973.14,81190.61,25940.92,0.82,Rolling
1697,202608,CH07,East,SKU-103,265,39186.14,38321.43,13332.81,0.88,Rolling
1698,202608,CH07,East,SKU-201,292,32206.34,31416.64,10718.92,0.92,Rolling
1699,202608,CH07,East,SKU-202,268,56203.48,56051.64,19271.06,0.95,Rolling
1700,202608,CH07,East,SKU-203,285,40561.12,42165.05,13072.4,0.93,Rolling
1701,202608,CH07,East,SKU-301,265,37075.72,37873.75,12682.52,0.95,Rolling
1702,202608,CH07,East,SKU-302,284,25260.27,24923.17,8231.83,0.72,Rolling
1703,202608,CH07,East,SKU-303,256,55099.14,57373.23,17722.25,0.67,Rolling
1704,202608,CH07,East,SKU-401,257,83592.51,82660.15,28223.49,0.82,Rolling
1705,202608,CH07,East,SKU-402,272,38423.98,39678.46,12694.83,0.68,Rolling
1706,202608,CH07,West,SKU-101,260,49614.48,47907.42,16565.55,0.72,Rolling
1707,202608,CH07,West,SKU-102,282,82049.68,79337.84,26258.34,0.91,Rolling
1708,202608,CH07,West,SKU-103,278,43555.95,44042.24,14556.43,0.78,Rolling
1709,202608,CH07,West,SKU-201,293,29890.99,29380.2,10256.68,0.92,Rolling
1710,202608,CH07,West,SKU-202,289,70644.66,72037.38,24198.03,0.94,Rolling
1711,202608,CH07,West,SKU-203,293,43178.73,43340.13,13826.16,0.65,Rolling
1712,202608,CH07,West,SKU-301,272,40966.05,40558.05,14237.0,0.76,Rolling
1713,202608,CH07,West,SKU-302,270,24922.85,25441.17,8220.95,0.68,Rolling
1714,202608,CH07,West,SKU-303,258,49614.03,48432.34,16825.67,0.94,Rolling
1715,202608,CH07,West,SKU-401,279,103440.01,105797.18,34385.72,0.75,Rolling
1716,202608,CH07,West,SKU-402,268,38447.16,37620.81,12314.5,0.89,Rolling
1717,202608,CH08,North,SKU-101,271,56077.71,56308.61,18791.41,0.74,Rolling
1718,202608,CH08,North,SKU-102,260,74164.37,71668.93,23942.92,0.79,Rolling
1719,202608,CH08,North,SKU-103,268,40515.01,39070.55,13582.01,0.92,Rolling
1720,202608,CH08,North,SKU-201,251,26563.39,27223.72,8620.3,0.93,Rolling
1721,202608,CH08,North,SKU-202,276,58886.67,60296.49,20223.5,0.77,Rolling
1722,202608,CH08,North,SKU-203,264,33166.82,33948.31,10656.06,0.71,Rolling
1723,202608,CH08,North,SKU-301,278,45994.4,47688.82,15582.4,0.9,Rolling
1724,202608,CH08,North,SKU-302,293,27473.23,26634.73,9132.11,0.82,Rolling
1725,202608,CH08,North,SKU-303,281,53992.49,54578.41,17856.45,0.88,Rolling
1726,202608,CH08,North,SKU-401,277,91030.87,92205.6,30360.07,0.7,Rolling
1727,202608,CH08,North,SKU-402,261,32887.92,33042.2,11277.58,0.82,Rolling
1728,202608,CH08,South,SKU-101,288,54628.42,55226.14,18588.96,0.86,Rolling
1729,202608,CH08,South,SKU-102,281,74770.82,76231.13,25552.44,0.95,Rolling
1730,202608,CH08,South,SKU-103,279,42525.79,44090.41,14879.99,0.88,Rolling
1731,202608,CH08,South,SKU-201,275,29815.89,30437.73,10234.81,0.69,Rolling
1732,202608,CH08,South,SKU-202,277,65076.0,63386.45,22159.64,0.74,Rolling
1733,202608,CH08,South,SKU-203,247,36272.7,37974.78,11863.99,0.89,Rolling
1734,202608,CH08,South,SKU-301,263,42130.88,40335.77,13996.47,0.75,Rolling
1735,202608,CH08,South,SKU-302,285,25948.03,26213.83,9062.85,0.93,Rolling
1736,202608,CH08,South,SKU-303,267,56698.72,58960.35,18259.48,0.74,Rolling
1737,202608,CH08,South,SKU-401,261,86174.75,86142.06,29290.49,0.8,Rolling
1738,202608,CH08,South,SKU-402,278,40473.37,42250.44,13701.74,0.91,Rolling
1739,202608,CH08,East,SKU-101,249,44394.04,43985.66,14637.36,0.83,Rolling
1740,202608,CH08,East,SKU-102,260,73018.12,75652.54,24754.35,0.71,Rolling
1741,202608,CH08,East,SKU-103,262,38976.34,39115.88,13231.23,0.75,Rolling
1742,202608,CH08,East,SKU-201,260,25594.45,25042.15,8237.89,0.74,Rolling
1743,202608,CH08,East,SKU-202,274,56144.2,53935.13,19338.09,0.84,Rolling
1744,202608,CH08,East,SKU-203,254,34794.48,35990.05,11197.29,0.83,Rolling
1745,202608,CH08,East,SKU-301,286,45180.28,46369.78,15446.78,0.9,Rolling
1746,202608,CH08,East,SKU-302,295,24036.19,24748.62,7873.56,0.67,Rolling
1747,202608,CH08,East,SKU-303,265,49288.99,50135.98,15777.82,0.68,Rolling
1748,202608,CH08,East,SKU-401,263,98580.16,102169.17,33780.18,0.72,Rolling
1749,202608,CH08,East,SKU-402,271,35344.52,35401.09,12089.61,0.68,Rolling
1750,202608,CH08,West,SKU-101,260,49256.59,51418.32,17227.1,0.81,Rolling
1751,202608,CH08,West,SKU-102,259,69827.12,68095.73,23988.86,0.78,Rolling
1752,202608,CH08,West,SKU-103,254,40292.96,38782.26,13228.56,0.72,Rolling
1753,202608,CH08,West,SKU-201,264,28556.17,29020.28,9143.36,0.69,Rolling
1754,202608,CH08,West,SKU-202,256,53542.38,53062.19,17254.32,0.88,Rolling
1755,202608,CH08,West,SKU-203,285,35778.18,37173.83,12485.48,0.71,Rolling
1756,202608,CH08,West,SKU-301,280,42877.95,42120.4,14336.53,0.8,Rolling
1757,202608,CH08,West,SKU-302,265,24386.38,23755.51,8232.03,0.86,Rolling
1758,202608,CH08,West,SKU-303,250,53802.02,54163.42,17566.89,0.69,Rolling
1759,202608,CH08,West,SKU-401,271,92430.34,93635.78,29768.16,0.69,Rolling
1760,202608,CH08,West,SKU-402,272,39633.98,38215.67,13484.18,0.77,Rolling
1761,202609,CH01,North,SKU-101,265,50874.87,52022.89,17051.0,0.83,Rolling
1762,202609,CH01,North,SKU-102,283,83270.83,85679.19,29017.6,0.76,Rolling
1763,202609,CH01,North,SKU-103,274,40545.4,40188.8,13990.48,0.8,Rolling
1764,202609,CH01,North,SKU-201,281,29029.44,30194.44,9484.77,0.66,Rolling
1765,202609,CH01,North,SKU-202,267,59297.35,59060.04,20166.68,0.73,Rolling
1766,202609,CH01,North,SKU-203,283,37735.68,38324.39,13013.19,0.89,Rolling
1767,202609,CH01,North,SKU-301,281,39687.22,38563.42,13729.6,0.91,Rolling
1768,202609,CH01,North,SKU-302,308,27291.06,27696.84,9314.98,0.84,Rolling
1769,202609,CH01,North,SKU-303,284,53385.96,51808.85,17102.69,0.76,Rolling
1770,202609,CH01,North,SKU-401,244,87952.7,91422.24,30360.23,0.73,Rolling
1771,202609,CH01,North,SKU-402,249,36854.53,37036.87,11995.23,0.9,Rolling
1772,202609,CH01,South,SKU-101,265,48596.86,48077.95,16287.16,0.92,Rolling
1773,202609,CH01,South,SKU-102,291,79435.98,78668.29,27744.52,0.83,Rolling
1774,202609,CH01,South,SKU-103,284,43427.07,43118.54,14812.44,0.91,Rolling
1775,202609,CH01,South,SKU-201,270,27239.11,26359.55,9484.04,0.74,Rolling
1776,202609,CH01,South,SKU-202,286,67558.5,70509.24,22882.14,0.92,Rolling
1777,202609,CH01,South,SKU-203,252,36021.64,35199.06,12327.42,0.88,Rolling
1778,202609,CH01,South,SKU-301,288,45266.63,44380.55,15488.94,0.79,Rolling
1779,202609,CH01,South,SKU-302,275,22666.25,21936.46,7305.95,0.84,Rolling
1780,202609,CH01,South,SKU-303,289,53099.12,52873.27,18166.89,0.7,Rolling
1781,202609,CH01,South,SKU-401,259,89442.38,86982.7,29567.68,0.87,Rolling
1782,202609,CH01,South,SKU-402,275,38365.94,38278.0,13352.77,0.74,Rolling
1783,202609,CH01,East,SKU-101,281,51134.7,53196.57,17116.6,0.85,Rolling
1784,202609,CH01,East,SKU-102,250,73162.45,71838.41,24508.75,0.76,Rolling
1785,202609,CH01,East,SKU-103,277,38193.14,38764.82,12705.47,0.75,Rolling
1786,202609,CH01,East,SKU-201,244,24061.71,25109.28,8011.96,0.66,Rolling
1787,202609,CH01,East,SKU-202,249,56705.4,54928.37,18993.85,0.76,Rolling
1788,202609,CH01,East,SKU-203,286,38591.63,39445.61,12851.03,0.89,Rolling
1789,202609,CH01,East,SKU-301,278,42287.55,44263.24,14371.35,0.92,Rolling
1790,202609,CH01,East,SKU-302,253,23969.96,23544.76,8366.23,0.68,Rolling
1791,202609,CH01,East,SKU-303,295,54284.54,56344.76,17781.35,0.66,Rolling
1792,202609,CH01,East,SKU-401,249,95500.35,91789.8,31883.6,0.7,Rolling
1793,202609,CH01,East,SKU-402,282,36481.2,35373.65,12278.68,0.91,Rolling
1794,202609,CH01,West,SKU-101,270,52456.14,54016.82,16993.94,0.67,Rolling
1795,202609,CH01,West,SKU-102,253,74116.54,74417.41,24272.01,0.75,Rolling
1796,202609,CH01,West,SKU-103,317,51812.67,52229.92,16771.7,0.79,Rolling
1797,202609,CH01,West,SKU-201,306,33992.33,33164.37,11459.75,0.9,Rolling
1798,202609,CH01,West,SKU-202,298,68500.34,65095.73,22440.48,0.73,Rolling
1799,202609,CH01,West,SKU-203,244,32071.02,33574.4,10906.01,0.78,Rolling
1800,202609,CH01,West,SKU-301,269,37480.86,38294.19,12106.17,0.69,Rolling
1801,202609,CH01,West,SKU-302,279,24807.46,24293.47,8400.47,0.77,Rolling
1802,202609,CH01,West,SKU-303,250,46527.33,45088.1,16030.11,0.85,Rolling
1803,202609,CH01,West,SKU-401,276,95262.65,97075.14,32598.89,0.8,Rolling
1804,202609,CH01,West,SKU-402,266,36469.49,36512.36,11730.37,0.82,Rolling
1805,202609,CH02,North,SKU-101,295,59680.69,57651.12,19739.6,0.72,Rolling
1806,202609,CH02,North,SKU-102,261,73262.26,73706.95,24407.69,0.74,Rolling
1807,202609,CH02,North,SKU-103,244,33690.09,32011.15,11616.48,0.95,Rolling
1808,202609,CH02,North,SKU-201,281,27726.4,29034.59,9545.04,0.82,Rolling
1809,202609,CH02,North,SKU-202,257,52396.18,52982.92,16801.09,0.95,Rolling
1810,202609,CH02,North,SKU-203,253,32182.62,32311.65,10376.27,0.88,Rolling
1811,202609,CH02,North,SKU-301,274,44370.11,44578.73,15425.17,0.92,Rolling
1812,202609,CH02,North,SKU-302,298,24360.25,25548.31,8151.62,0.72,Rolling
1813,202609,CH02,North,SKU-303,284,59219.85,61217.25,20343.67,0.73,Rolling
1814,202609,CH02,North,SKU-401,265,93127.36,90029.69,31064.88,0.8,Rolling
1815,202609,CH02,North,SKU-402,271,36975.79,35980.34,12567.84,0.89,Rolling
1816,202609,CH02,South,SKU-101,261,46794.63,46054.93,16250.69,0.92,Rolling
1817,202609,CH02,South,SKU-102,273,83842.9,87687.54,28061.93,0.82,Rolling
1818,202609,CH02,South,SKU-103,266,39846.77,41004.83,13713.13,0.92,Rolling
1819,202609,CH02,South,SKU-201,233,22448.33,21776.55,7789.72,0.8,Rolling
1820,202609,CH02,South,SKU-202,283,62403.4,63490.72,20218.84,0.75,Rolling
1821,202609,CH02,South,SKU-203,238,35225.84,36377.88,12302.23,0.9,Rolling
1822,202609,CH02,South,SKU-301,290,44230.86,43816.21,15239.42,0.7,Rolling
1823,202609,CH02,South,SKU-302,281,25645.19,26460.39,8395.23,0.88,Rolling
1824,202609,CH02,South,SKU-303,286,52287.16,50740.1,17046.63,0.67,Rolling
1825,202609,CH02,South,SKU-401,281,106040.83,103412.83,35374.9,0.84,Rolling
1826,202609,CH02,South,SKU-402,292,38770.26,40193.19,12767.33,0.67,Rolling
1827,202609,CH02,East,SKU-101,267,46753.87,47155.4,15795.04,0.93,Rolling
1828,202609,CH02,East,SKU-102,259,73759.6,72704.21,25232.45,0.84,Rolling
1829,202609,CH02,East,SKU-103,283,46427.55,46106.91,16228.33,0.71,Rolling
1830,202609,CH02,East,SKU-201,281,30960.46,30888.54,10635.48,0.93,Rolling
1831,202609,CH02,East,SKU-202,282,58041.63,56329.15,20269.83,0.86,Rolling
1832,202609,CH02,East,SKU-203,273,33956.26,33511.9,11374.24,0.71,Rolling
1833,202609,CH02,East,SKU-301,252,38920.96,37908.7,13140.56,0.92,Rolling
1834,202609,CH02,East,SKU-302,269,25568.44,24526.26,8255.39,0.79,Rolling
1835,202609,CH02,East,SKU-303,274,53016.78,53764.29,16968.68,0.94,Rolling
1836,202609,CH02,East,SKU-401,246,82287.41,86370.12,26343.33,0.84,Rolling
1837,202609,CH02,East,SKU-402,291,38557.42,40324.54,13371.93,0.78,Rolling
1838,202609,CH02,West,SKU-101,273,57158.6,56871.8,19743.75,0.74,Rolling
1839,202609,CH02,West,SKU-102,264,71886.14,73013.84,24105.11,0.72,Rolling
1840,202609,CH02,West,SKU-103,265,43960.79,45515.09,14579.11,0.92,Rolling
1841,202609,CH02,West,SKU-201,262,29632.11,29306.99,10086.67,0.74,Rolling
1842,202609,CH02,West,SKU-202,258,62985.31,62690.12,21927.02,0.92,Rolling
1843,202609,CH02,West,SKU-203,258,36030.79,36095.81,11633.58,0.95,Rolling
1844,202609,CH02,West,SKU-301,283,43969.09,42155.68,14723.45,0.93,Rolling
1845,202609,CH02,West,SKU-302,294,26024.17,26537.84,8593.19,0.67,Rolling
1846,202609,CH02,West,SKU-303,270,48996.65,47015.1,15983.62,0.75,Rolling
1847,202609,CH02,West,SKU-401,272,91726.05,95113.95,29751.48,0.8,Rolling
1848,202609,CH02,West,SKU-402,308,43593.93,43294.17,13976.13,0.84,Rolling
1849,202609,CH03,North,SKU-101,276,52616.02,54801.31,17160.85,0.79,Rolling
1850,202609,CH03,North,SKU-102,268,81881.26,84004.19,27099.72,0.67,Rolling
1851,202609,CH03,North,SKU-103,263,41495.69,43425.24,13843.34,0.84,Rolling
1852,202609,CH03,North,SKU-201,272,28082.22,28208.12,9787.28,0.76,Rolling
1853,202609,CH03,North,SKU-202,257,53700.45,53447.7,17219.47,0.78,Rolling
1854,202609,CH03,North,SKU-203,283,38293.88,37475.25,13281.2,0.7,Rolling
1855,202609,CH03,North,SKU-301,268,40843.25,42192.07,13353.44,0.76,Rolling
1856,202609,CH03,North,SKU-302,285,24619.71,23461.21,8434.75,0.94,Rolling
1857,202609,CH03,North,SKU-303,276,55374.66,53888.86,17743.88,0.85,Rolling
1858,202609,CH03,North,SKU-401,270,98509.24,103316.02,33031.07,0.78,Rolling
1859,202609,CH03,North,SKU-402,259,37686.63,35962.24,13165.33,0.95,Rolling
1860,202609,CH03,South,SKU-101,275,50058.18,48939.34,16093.86,0.79,Rolling
1861,202609,CH03,South,SKU-102,236,66335.87,64341.58,22311.78,0.94,Rolling
1862,202609,CH03,South,SKU-103,279,44609.88,45669.26,15468.57,0.71,Rolling
1863,202609,CH03,South,SKU-201,290,32653.85,31938.94,11357.19,0.94,Rolling
1864,202609,CH03,South,SKU-202,243,53862.19,56520.81,18025.35,0.82,Rolling
1865,202609,CH03,South,SKU-203,285,37328.24,35826.25,12666.72,0.7,Rolling
1866,202609,CH03,South,SKU-301,258,37942.13,38195.01,12594.02,0.67,Rolling
1867,202609,CH03,South,SKU-302,263,24861.14,24424.71,8238.42,0.88,Rolling
1868,202609,CH03,South,SKU-303,283,61415.64,63230.83,20404.01,0.9,Rolling
1869,202609,CH03,South,SKU-401,270,91527.98,89000.37,29687.08,0.71,Rolling
1870,202609,CH03,South,SKU-402,238,34983.79,35287.34,12076.92,0.71,Rolling
1871,202609,CH03,East,SKU-101,295,52043.29,50176.57,17136.26,0.66,Rolling
1872,202609,CH03,East,SKU-102,261,71447.57,69773.34,24994.58,0.72,Rolling
1873,202609,CH03,East,SKU-103,257,41696.11,41225.18,14438.05,0.75,Rolling
1874,202609,CH03,East,SKU-201,254,26957.64,26599.49,9170.63,0.72,Rolling
1875,202609,CH03,East,SKU-202,280,62201.01,62560.19,21184.84,0.72,Rolling
1876,202609,CH03,East,SKU-203,288,37215.22,38982.84,12651.09,0.79,Rolling
1877,202609,CH03,East,SKU-301,251,35753.97,35501.88,11879.66,0.87,Rolling
1878,202609,CH03,East,SKU-302,254,21623.32,21502.21,7420.48,0.84,Rolling
1879,202609,CH03,East,SKU-303,261,50299.14,50775.82,16597.65,0.87,Rolling
1880,202609,CH03,East,SKU-401,274,93016.9,90425.89,30854.58,0.8,Rolling
1881,202609,CH03,East,SKU-402,270,34579.95,36123.85,11421.25,0.74,Rolling
1882,202609,CH03,West,SKU-101,279,52347.37,53639.55,18139.0,0.88,Rolling
1883,202609,CH03,West,SKU-102,284,85779.7,89892.2,28558.93,0.67,Rolling
1884,202609,CH03,West,SKU-103,268,39164.48,39504.74,12896.42,0.86,Rolling
1885,202609,CH03,West,SKU-201,287,32087.37,30739.19,11076.67,0.9,Rolling
1886,202609,CH03,West,SKU-202,261,56327.45,58081.45,19430.13,0.75,Rolling
1887,202609,CH03,West,SKU-203,274,37045.86,38893.68,12031.2,0.93,Rolling
1888,202609,CH03,West,SKU-301,253,34972.37,35758.21,11866.92,0.7,Rolling
1889,202609,CH03,West,SKU-302,285,23363.57,23182.65,7540.1,0.73,Rolling
1890,202609,CH03,West,SKU-303,264,55696.23,55377.4,19033.48,0.82,Rolling
1891,202609,CH03,West,SKU-401,262,95397.07,96533.19,32295.6,0.85,Rolling
1892,202609,CH03,West,SKU-402,264,33630.66,34921.69,11107.14,0.69,Rolling
1893,202609,CH04,North,SKU-101,275,55923.45,55536.38,19017.15,0.74,Rolling
1894,202609,CH04,North,SKU-102,255,74910.74,76086.44,25270.85,0.95,Rolling
1895,202609,CH04,North,SKU-103,279,39370.0,37643.12,12965.71,0.69,Rolling
1896,202609,CH04,North,SKU-201,271,28580.59,29281.46,9978.62,0.91,Rolling
1897,202609,CH04,North,SKU-202,247,52794.91,51088.67,17757.13,0.82,Rolling
1898,202609,CH04,North,SKU-203,256,36336.46,34595.88,12059.08,0.92,Rolling
1899,202609,CH04,North,SKU-301,271,39289.52,38281.17,12690.24,0.9,Rolling
1900,202609,CH04,North,SKU-302,243,19562.39,20112.85,6283.02,0.74,Rolling
1901,202609,CH04,North,SKU-303,273,52371.0,51193.64,18012.15,0.94,Rolling
1902,202609,CH04,North,SKU-401,263,84531.71,86722.88,28450.93,0.89,Rolling
1903,202609,CH04,North,SKU-402,280,40834.79,42012.16,13649.26,0.74,Rolling
1904,202609,CH04,South,SKU-101,270,52911.88,51250.96,17972.5,0.79,Rolling
1905,202609,CH04,South,SKU-102,276,78510.22,76235.0,27184.88,0.8,Rolling
1906,202609,CH04,South,SKU-103,256,40194.19,39047.23,14055.4,0.81,Rolling
1907,202609,CH04,South,SKU-201,260,25900.37,26729.89,8527.62,0.95,Rolling
1908,202609,CH04,South,SKU-202,275,56666.02,55806.39,19386.84,0.85,Rolling
1909,202609,CH04,South,SKU-203,254,33011.82,33386.08,10905.03,0.74,Rolling
1910,202609,CH04,South,SKU-301,255,36547.07,38237.62,11864.46,0.92,Rolling
1911,202609,CH04,South,SKU-302,267,22312.33,22615.23,7598.82,0.79,Rolling
1912,202609,CH04,South,SKU-303,275,53163.13,50916.03,17739.58,0.9,Rolling
1913,202609,CH04,South,SKU-401,292,96679.71,99312.07,31677.36,0.71,Rolling
1914,202609,CH04,South,SKU-402,264,38422.45,38877.54,12763.12,0.81,Rolling
1915,202609,CH04,East,SKU-101,309,56076.63,58670.33,19555.03,0.7,Rolling
