InventoryKey,DateKey,Hub_ID,SKU_Code,Opening_Stock_Units,Closing_Stock_Units,Days_of_Cover,Stock_Level_Status
2022,20260902,WH_CH_01,SKU-303,295,310,16.3,NORMAL
2023,20260902,WH_CH_01,SKU-401,178,185,9.3,WARNING
2024,20260902,WH_CH_01,SKU-402,779,806,40.3,NORMAL
2025,20260909,WH_CH_01,SKU-101,443,457,25.4,NORMAL
2026,20260909,WH_CH_01,SKU-102,358,375,17.1,NORMAL
2027,20260909,WH_CH_01,SKU-103,913,936,39.0,NORMAL
2028,20260909,WH_CH_01,SKU-201,403,397,18.1,NORMAL
2029,20260909,WH_CH_01,SKU-202,949,933,37.4,NORMAL
2030,20260909,WH_CH_01,SKU-203,481,474,26.4,NORMAL
2031,20260909,WH_CH_01,SKU-301,767,784,39.2,NORMAL
2032,20260909,WH_CH_01,SKU-302,357,351,14.0,NORMAL
2033,20260909,WH_CH_01,SKU-303,124,123,10.3,WARNING
2034,20260909,WH_CH_01,SKU-401,288,300,13.7,WARNING
2035,20260909,WH_CH_01,SKU-402,506,533,31.4,NORMAL
2036,20260909,WH_CH_01,SKU-101,540,549,23.9,NORMAL
2037,20260909,WH_CH_01,SKU-102,1094,1109,44.4,NORMAL
2038,20260909,WH_CH_01,SKU-103,608,611,22.6,NORMAL
2039,20260909,WH_CH_01,SKU-201,264,255,13.5,WARNING
2040,20260909,WH_CH_01,SKU-202,150,149,7.1,WARNING
2041,20260909,WH_CH_01,SKU-203,651,670,35.3,NORMAL
2042,20260909,WH_CH_01,SKU-301,416,428,26.8,NORMAL
2043,20260909,WH_CH_01,SKU-302,631,665,33.3,NORMAL
2044,20260909,WH_CH_01,SKU-303,769,741,35.3,NORMAL
2045,20260909,WH_CH_01,SKU-401,202,206,10.9,WARNING
2046,20260909,WH_CH_01,SKU-402,447,451,37.7,NORMAL
2047,20260909,WH_CH_01,SKU-101,693,668,39.3,NORMAL
2048,20260909,WH_CH_01,SKU-102,278,286,16.8,NORMAL
2049,20260909,WH_CH_01,SKU-103,150,153,11.0,WARNING
2050,20260909,WH_CH_01,SKU-201,877,896,40.7,NORMAL
2051,20260909,WH_CH_01,SKU-202,286,299,16.6,NORMAL
2052,20260909,WH_CH_01,SKU-203,584,563,33.2,NORMAL
2053,20260909,WH_CH_01,SKU-301,208,204,15.7,NORMAL
2054,20260909,WH_CH_01,SKU-302,58,60,10.0,WARNING
2055,20260909,WH_CH_01,SKU-303,390,380,22.4,NORMAL
2056,20260909,WH_CH_01,SKU-401,434,431,30.8,NORMAL
2057,20260909,WH_CH_01,SKU-402,288,292,19.5,NORMAL
2058,20260909,WH_CH_01,SKU-101,529,535,28.2,NORMAL
2059,20260909,WH_CH_01,SKU-102,324,318,18.7,NORMAL
2060,20260909,WH_CH_01,SKU-103,294,287,16.0,NORMAL
2061,20260909,WH_CH_01,SKU-201,221,213,9.3,WARNING
2062,20260909,WH_CH_01,SKU-202,689,669,25.7,NORMAL
2063,20260909,WH_CH_01,SKU-203,359,351,25.1,NORMAL
2064,20260909,WH_CH_01,SKU-301,713,687,32.7,NORMAL
2065,20260909,WH_CH_01,SKU-302,321,317,12.2,WARNING
2066,20260909,WH_CH_01,SKU-303,704,733,28.2,NORMAL
2067,20260909,WH_CH_01,SKU-401,835,872,39.7,NORMAL
2068,20260909,WH_CH_01,SKU-402,727,700,35.0,NORMAL
2069,20260909,WH_CH_01,SKU-101,684,677,39.8,NORMAL
2070,20260909,WH_CH_01,SKU-102,514,529,33.1,NORMAL
2071,20260909,WH_CH_01,SKU-103,414,407,18.5,NORMAL
2072,20260909,WH_CH_01,SKU-201,574,565,40.4,NORMAL
2073,20260909,WH_CH_01,SKU-202,401,399,20.0,NORMAL
2074,20260909,WH_CH_01,SKU-203,337,338,22.5,NORMAL
2075,20260909,WH_CH_01,SKU-301,594,567,43.6,NORMAL
2076,20260909,WH_CH_01,SKU-302,582,606,31.9,NORMAL
2077,20260909,WH_CH_01,SKU-303,507,503,29.6,NORMAL
2078,20260909,WH_CH_01,SKU-401,366,364,15.2,NORMAL
2079,20260909,WH_CH_01,SKU-402,943,902,39.2,NORMAL
2080,20260909,WH_CH_01,SKU-101,780,819,39.0,NORMAL
2081,20260909,WH_CH_01,SKU-102,923,937,40.8,NORMAL
2082,20260909,WH_CH_01,SKU-103,301,308,14.0,NORMAL
2083,20260909,WH_CH_01,SKU-201,366,367,13.6,WARNING
2084,20260909,WH_CH_01,SKU-202,265,258,19.9,NORMAL
2085,20260909,WH_CH_01,SKU-203,891,932,44.4,NORMAL
2086,20260909,WH_CH_01,SKU-301,179,189,8.2,WARNING
2087,20260909,WH_CH_01,SKU-302,326,331,19.5,NORMAL
2088,20260909,WH_CH_01,SKU-303,849,830,36.1,NORMAL
2089,20260909,WH_CH_01,SKU-401,360,354,17.7,NORMAL
2090,20260909,WH_CH_01,SKU-402,1228,1291,41.7,NORMAL
2091,20260909,WH_CH_01,SKU-101,320,319,15.2,NORMAL
2092,20260909,WH_CH_01,SKU-102,830,809,30.0,NORMAL
2093,20260909,WH_CH_01,SKU-103,285,292,20.9,NORMAL
2094,20260909,WH_CH_01,SKU-201,180,179,12.0,WARNING
2095,20260909,WH_CH_01,SKU-202,654,626,27.2,NORMAL
2096,20260909,WH_CH_01,SKU-203,636,647,36.0,NORMAL
2097,20260909,WH_CH_01,SKU-301,154,158,12.2,WARNING
2098,20260909,WH_CH_01,SKU-302,850,843,42.2,NORMAL
2099,20260909,WH_CH_01,SKU-303,723,728,33.1,NORMAL
2100,20260909,WH_CH_01,SKU-401,639,644,24.8,NORMAL
2101,20260909,WH_CH_01,SKU-402,632,608,33.8,NORMAL
2102,20260909,WH_CH_01,SKU-101,422,420,21.0,NORMAL
2103,20260909,WH_CH_01,SKU-102,161,159,8.4,WARNING
2104,20260909,WH_CH_01,SKU-103,371,367,16.7,NORMAL
2105,20260909,WH_CH_01,SKU-201,832,857,42.9,NORMAL
2106,20260909,WH_CH_01,SKU-202,928,967,40.3,NORMAL
2107,20260909,WH_CH_01,SKU-203,197,204,13.6,WARNING
2108,20260909,WH_CH_01,SKU-301,373,361,17.2,NORMAL
2109,20260909,WH_CH_01,SKU-302,722,757,31.6,NORMAL
2110,20260909,WH_CH_01,SKU-303,225,228,12.7,WARNING
2111,20260909,WH_CH_01,SKU-401,557,535,29.7,NORMAL
2112,20260909,WH_CH_01,SKU-402,362,382,27.3,NORMAL
2113,20260916,WH_CH_01,SKU-101,604,613,25.5,NORMAL
2114,20260916,WH_CH_01,SKU-102,130,136,7.6,WARNING
2115,20260916,WH_CH_01,SKU-103,714,731,36.6,NORMAL
2116,20260916,WH_CH_01,SKU-201,254,267,20.6,NORMAL
2117,20260916,WH_CH_01,SKU-202,270,263,18.8,NORMAL
2118,20260916,WH_CH_01,SKU-203,295,292,11.7,WARNING
2119,20260916,WH_CH_01,SKU-301,218,215,9.4,WARNING
2120,20260916,WH_CH_01,SKU-302,419,434,25.6,NORMAL
2121,20260916,WH_CH_01,SKU-303,885,896,39.0,NORMAL
2122,20260916,WH_CH_01,SKU-401,431,430,21.5,NORMAL
2123,20260916,WH_CH_01,SKU-402,609,613,30.7,NORMAL
2124,20260916,WH_CH_01,SKU-101,268,269,11.2,WARNING
2125,20260916,WH_CH_01,SKU-102,829,853,37.1,NORMAL
2126,20260916,WH_CH_01,SKU-103,146,152,7.3,WARNING
2127,20260916,WH_CH_01,SKU-201,455,437,20.8,NORMAL
2128,20260916,WH_CH_01,SKU-202,515,514,28.6,NORMAL
2129,20260916,WH_CH_01,SKU-203,825,830,41.5,NORMAL
2130,20260916,WH_CH_01,SKU-301,196,191,9.6,WARNING
2131,20260916,WH_CH_01,SKU-302,753,726,36.3,NORMAL
2132,20260916,WH_CH_01,SKU-303,307,303,16.8,NORMAL
2133,20260916,WH_CH_01,SKU-401,135,138,10.6,WARNING
2134,20260916,WH_CH_01,SKU-402,143,148,8.7,WARNING
2135,20260916,WH_CH_01,SKU-101,238,227,12.0,WARNING
2136,20260916,WH_CH_01,SKU-102,270,261,15.4,NORMAL
2137,20260916,WH_CH_01,SKU-103,341,359,20.0,NORMAL
2138,20260916,WH_CH_01,SKU-201,224,231,11.6,WARNING
2139,20260916,WH_CH_01,SKU-202,615,614,25.6,NORMAL
2140,20260916,WH_CH_01,SKU-203,638,672,29.3,NORMAL
2141,20260916,WH_CH_01,SKU-301,680,707,41.6,NORMAL
2142,20260916,WH_CH_01,SKU-302,321,318,21.2,NORMAL
2143,20260916,WH_CH_01,SKU-303,713,744,41.4,NORMAL
2144,20260916,WH_CH_01,SKU-401,362,345,18.2,NORMAL
2145,20260916,WH_CH_01,SKU-402,884,885,38.5,NORMAL
2146,20260916,WH_CH_01,SKU-101,391,402,15.5,NORMAL
2147,20260916,WH_CH_01,SKU-102,263,251,12.6,WARNING
2148,20260916,WH_CH_01,SKU-103,1151,1103,40.9,NORMAL
2149,20260916,WH_CH_01,SKU-201,897,891,40.5,NORMAL
2150,20260916,WH_CH_01,SKU-202,349,335,23.9,NORMAL
2151,20260916,WH_CH_01,SKU-203,772,787,35.8,NORMAL
2152,20260916,WH_CH_01,SKU-301,532,517,22.5,NORMAL
2153,20260916,WH_CH_01,SKU-302,358,350,16.7,NORMAL
2154,20260916,WH_CH_01,SKU-303,377,375,23.5,NORMAL
2155,20260916,WH_CH_01,SKU-401,454,452,32.3,NORMAL
2156,20260916,WH_CH_01,SKU-402,939,900,42.9,NORMAL
2157,20260916,WH_CH_01,SKU-101,484,505,28.1,NORMAL
2158,20260916,WH_CH_01,SKU-102,266,263,15.5,NORMAL
2159,20260916,WH_CH_01,SKU-103,760,733,40.7,NORMAL
2160,20260916,WH_CH_01,SKU-201,228,238,9.2,WARNING
2161,20260916,WH_CH_01,SKU-202,716,683,40.2,NORMAL
2162,20260916,WH_CH_01,SKU-203,911,902,43.0,NORMAL
2163,20260916,WH_CH_01,SKU-301,429,437,29.2,NORMAL
2164,20260916,WH_CH_01,SKU-302,839,883,32.7,NORMAL
2165,20260916,WH_CH_01,SKU-303,668,676,33.8,NORMAL
2166,20260916,WH_CH_01,SKU-401,584,609,24.4,NORMAL
2167,20260916,WH_CH_01,SKU-402,691,679,30.9,NORMAL
2168,20260916,WH_CH_01,SKU-101,857,853,38.8,NORMAL
2169,20260916,WH_CH_01,SKU-102,538,559,32.9,NORMAL
2170,20260916,WH_CH_01,SKU-103,286,287,16.0,NORMAL
2171,20260916,WH_CH_01,SKU-201,789,762,34.7,NORMAL
2172,20260916,WH_CH_01,SKU-202,613,626,34.8,NORMAL
2173,20260916,WH_CH_01,SKU-203,578,582,34.3,NORMAL
2174,20260916,WH_CH_01,SKU-301,808,832,32.0,NORMAL
2175,20260916,WH_CH_01,SKU-302,669,662,34.9,NORMAL
2176,20260916,WH_CH_01,SKU-303,306,299,25.0,NORMAL
2177,20260916,WH_CH_01,SKU-401,257,263,11.4,WARNING
2178,20260916,WH_CH_01,SKU-402,220,221,13.8,WARNING
2179,20260916,WH_CH_01,SKU-101,853,824,35.8,NORMAL
2180,20260916,WH_CH_01,SKU-102,681,684,22.8,NORMAL
2181,20260916,WH_CH_01,SKU-103,877,881,40.1,NORMAL
2182,20260916,WH_CH_01,SKU-201,528,546,34.2,NORMAL
2183,20260916,WH_CH_01,SKU-202,256,254,13.4,WARNING
2184,20260916,WH_CH_01,SKU-203,265,259,14.4,NORMAL
2185,20260916,WH_CH_01,SKU-301,279,281,16.6,NORMAL
2186,20260916,WH_CH_01,SKU-302,864,831,43.8,NORMAL
2187,20260916,WH_CH_01,SKU-303,608,635,30.3,NORMAL
2188,20260916,WH_CH_01,SKU-401,932,893,38.8,NORMAL
2189,20260916,WH_CH_01,SKU-402,542,559,29.4,NORMAL
2190,20260916,WH_CH_01,SKU-101,382,373,13.3,WARNING
2191,20260916,WH_CH_01,SKU-102,461,454,28.4,NORMAL
2192,20260916,WH_CH_01,SKU-103,238,239,11.4,WARNING
2193,20260916,WH_CH_01,SKU-201,447,427,42.8,NORMAL
2194,20260916,WH_CH_01,SKU-202,700,708,28.3,NORMAL
2195,20260916,WH_CH_01,SKU-203,346,347,14.5,NORMAL
2196,20260916,WH_CH_01,SKU-301,583,572,38.2,NORMAL
2197,20260916,WH_CH_01,SKU-302,226,232,12.2,WARNING
2198,20260916,WH_CH_01,SKU-303,209,212,10.6,WARNING
2199,20260916,WH_CH_01,SKU-401,257,261,13.8,WARNING
2200,20260916,WH_CH_01,SKU-402,525,521,32.6,NORMAL
2201,20260923,WH_CH_01,SKU-101,619,620,36.5,NORMAL
2202,20260923,WH_CH_01,SKU-102,657,664,30.2,NORMAL
2203,20260923,WH_CH_01,SKU-103,572,559,25.4,NORMAL
2204,20260923,WH_CH_01,SKU-201,195,199,9.5,WARNING
2205,20260923,WH_CH_01,SKU-202,584,603,31.8,NORMAL
2206,20260923,WH_CH_01,SKU-203,273,269,11.7,WARNING
2207,20260923,WH_CH_01,SKU-301,1301,1288,41.6,NORMAL
2208,20260923,WH_CH_01,SKU-302,742,744,35.4,NORMAL
2209,20260923,WH_CH_01,SKU-303,603,618,26.9,NORMAL
2210,20260923,WH_CH_01,SKU-401,537,559,39.9,NORMAL
2211,20260923,WH_CH_01,SKU-402,715,717,39.9,NORMAL
2212,20260923,WH_CH_01,SKU-101,399,415,16.6,NORMAL
2213,20260923,WH_CH_01,SKU-102,245,255,13.4,WARNING
2214,20260923,WH_CH_01,SKU-103,505,529,25.2,NORMAL
2215,20260923,WH_CH_01,SKU-201,679,695,31.6,NORMAL
2216,20260923,WH_CH_01,SKU-202,587,583,34.3,NORMAL
2217,20260923,WH_CH_01,SKU-203,892,869,39.5,NORMAL
2218,20260923,WH_CH_01,SKU-301,286,281,13.4,WARNING
2219,20260923,WH_CH_01,SKU-302,247,242,7.6,WARNING
2220,20260923,WH_CH_01,SKU-303,227,234,21.3,NORMAL
2221,20260923,WH_CH_01,SKU-401,650,629,35.0,NORMAL
2222,20260923,WH_CH_01,SKU-402,372,360,15.7,NORMAL
2223,20260923,WH_CH_01,SKU-101,612,608,26.4,NORMAL
2224,20260923,WH_CH_01,SKU-102,827,799,30.7,NORMAL
2225,20260923,WH_CH_01,SKU-103,509,489,30.6,NORMAL
2226,20260923,WH_CH_01,SKU-201,285,283,17.7,NORMAL
2227,20260923,WH_CH_01,SKU-202,435,420,16.2,NORMAL
2228,20260923,WH_CH_01,SKU-203,469,456,20.7,NORMAL
2229,20260923,WH_CH_01,SKU-301,295,287,12.5,WARNING
2230,20260923,WH_CH_01,SKU-302,524,537,31.6,NORMAL
2231,20260923,WH_CH_01,SKU-303,250,259,16.2,NORMAL
2232,20260923,WH_CH_01,SKU-401,653,644,29.3,NORMAL
2233,20260923,WH_CH_01,SKU-402,152,159,10.0,WARNING
2234,20260923,WH_CH_01,SKU-101,781,787,35.8,NORMAL
2235,20260923,WH_CH_01,SKU-102,220,210,17.5,NORMAL
2236,20260923,WH_CH_01,SKU-103,697,688,36.2,NORMAL
2237,20260923,WH_CH_01,SKU-201,1130,1098,43.9,NORMAL
2238,20260923,WH_CH_01,SKU-202,818,804,42.3,NORMAL
2239,20260923,WH_CH_01,SKU-203,600,622,28.3,NORMAL
2240,20260923,WH_CH_01,SKU-301,129,130,7.7,WARNING
2241,20260923,WH_CH_01,SKU-302,233,226,9.5,WARNING
2242,20260923,WH_CH_01,SKU-303,841,828,37.6,NORMAL
2243,20260923,WH_CH_01,SKU-401,239,232,12.9,WARNING
2244,20260923,WH_CH_01,SKU-402,771,811,40.6,NORMAL
2245,20260923,WH_CH_01,SKU-101,90,89,8.1,WARNING
2246,20260923,WH_CH_01,SKU-102,268,278,12.7,WARNING
2247,20260923,WH_CH_01,SKU-103,861,877,29.2,NORMAL
2248,20260923,WH_CH_01,SKU-201,874,853,44.9,NORMAL
2249,20260923,WH_CH_01,SKU-202,561,575,26.2,NORMAL
2250,20260923,WH_CH_01,SKU-203,147,154,9.7,WARNING
2251,20260923,WH_CH_01,SKU-301,301,299,11.1,WARNING
2252,20260923,WH_CH_01,SKU-302,363,380,14.6,NORMAL
2253,20260923,WH_CH_01,SKU-303,955,953,41.5,NORMAL
2254,20260923,WH_CH_01,SKU-401,185,181,12.1,WARNING
2255,20260923,WH_CH_01,SKU-402,303,298,14.9,NORMAL
2256,20260923,WH_CH_01,SKU-101,158,166,13.8,WARNING
2257,20260923,WH_CH_01,SKU-102,656,665,37.0,NORMAL
2258,20260923,WH_CH_01,SKU-103,164,173,7.6,WARNING
2259,20260923,WH_CH_01,SKU-201,504,481,30.1,NORMAL
2260,20260923,WH_CH_01,SKU-202,269,259,14.4,NORMAL
2261,20260923,WH_CH_01,SKU-203,259,269,11.7,WARNING
2262,20260923,WH_CH_01,SKU-301,426,425,26.6,NORMAL
2263,20260923,WH_CH_01,SKU-302,135,129,8.6,WARNING
2264,20260923,WH_CH_01,SKU-303,300,301,16.8,NORMAL
2265,20260923,WH_CH_01,SKU-401,721,701,33.4,NORMAL
2266,20260923,WH_CH_01,SKU-402,634,607,24.3,NORMAL
2267,20260923,WH_CH_01,SKU-101,652,626,26.1,NORMAL
2268,20260923,WH_CH_01,SKU-102,470,490,25.8,NORMAL
2269,20260923,WH_CH_01,SKU-103,208,201,14.4,NORMAL
2270,20260923,WH_CH_01,SKU-201,665,673,30.6,NORMAL
2271,20260923,WH_CH_01,SKU-202,886,897,44.9,NORMAL
2272,20260923,WH_CH_01,SKU-203,699,705,44.1,NORMAL
2273,20260923,WH_CH_01,SKU-301,981,942,42.8,NORMAL
2274,20260923,WH_CH_01,SKU-302,959,987,34.0,NORMAL
2275,20260923,WH_CH_01,SKU-303,167,163,8.6,WARNING
2276,20260923,WH_CH_01,SKU-401,347,351,25.1,NORMAL
2277,20260923,WH_CH_01,SKU-402,625,639,32.0,NORMAL
2278,20260923,WH_CH_01,SKU-101,365,362,24.2,NORMAL
2279,20260923,WH_CH_01,SKU-102,183,182,10.7,WARNING
2280,20260923,WH_CH_01,SKU-103,853,844,38.4,NORMAL
2281,20260923,WH_CH_01,SKU-201,931,914,41.6,NORMAL
2282,20260923,WH_CH_01,SKU-202,168,174,9.7,WARNING
2283,20260923,WH_CH_01,SKU-203,653,625,23.2,NORMAL
2284,20260923,WH_CH_01,SKU-301,569,545,41.9,NORMAL
2285,20260923,WH_CH_01,SKU-302,800,764,34.8,NORMAL
2286,20260923,WH_CH_01,SKU-303,585,575,28.8,NORMAL
2287,20260923,WH_CH_01,SKU-401,474,469,29.3,NORMAL
2288,20260923,WH_CH_01,SKU-402,525,521,30.7,NORMAL
2289,20260930,WH_CH_01,SKU-101,362,363,20.2,NORMAL
2290,20260930,WH_CH_01,SKU-102,654,674,27.0,NORMAL
2291,20260930,WH_CH_01,SKU-103,801,809,35.2,NORMAL
2292,20260930,WH_CH_01,SKU-201,479,491,37.8,NORMAL
2293,20260930,WH_CH_01,SKU-202,522,543,32.0,NORMAL
2294,20260930,WH_CH_01,SKU-203,424,414,29.6,NORMAL
2295,20260930,WH_CH_01,SKU-301,183,189,11.1,WARNING
2296,20260930,WH_CH_01,SKU-302,1371,1344,40.7,NORMAL
2297,20260930,WH_CH_01,SKU-303,333,320,26.7,NORMAL
2298,20260930,WH_CH_01,SKU-401,216,214,11.3,WARNING
2299,20260930,WH_CH_01,SKU-402,701,718,44.9,NORMAL
2300,20260930,WH_CH_01,SKU-101,511,535,38.2,NORMAL
2301,20260930,WH_CH_01,SKU-102,115,114,8.8,WARNING
2302,20260930,WH_CH_01,SKU-103,567,550,26.2,NORMAL
2303,20260930,WH_CH_01,SKU-201,446,449,22.5,NORMAL
2304,20260930,WH_CH_01,SKU-202,727,711,28.5,NORMAL
2305,20260930,WH_CH_01,SKU-203,538,552,24.0,NORMAL
2306,20260930,WH_CH_01,SKU-301,960,1008,37.4,NORMAL
2307,20260930,WH_CH_01,SKU-302,510,520,32.5,NORMAL
2308,20260930,WH_CH_01,SKU-303,146,151,16.8,NORMAL
2309,20260930,WH_CH_01,SKU-401,358,362,22.7,NORMAL
2310,20260930,WH_CH_01,SKU-402,1324,1352,42.3,NORMAL
2311,20260930,WH_CH_01,SKU-101,531,527,27.8,NORMAL
2312,20260930,WH_CH_01,SKU-102,392,413,25.9,NORMAL
2313,20260930,WH_CH_01,SKU-103,330,346,16.5,NORMAL
2314,20260930,WH_CH_01,SKU-201,591,569,31.7,NORMAL
2315,20260930,WH_CH_01,SKU-202,227,227,9.5,WARNING
2316,20260930,WH_CH_01,SKU-203,592,605,43.3,NORMAL
2317,20260930,WH_CH_01,SKU-301,599,618,30.9,NORMAL
2318,20260930,WH_CH_01,SKU-302,661,643,37.8,NORMAL
2319,20260930,WH_CH_01,SKU-303,822,832,34.7,NORMAL
2320,20260930,WH_CH_01,SKU-401,167,169,13.0,WARNING
2321,20260930,WH_CH_01,SKU-402,359,352,20.7,NORMAL
2322,20260930,WH_CH_01,SKU-101,212,209,10.5,WARNING
2323,20260930,WH_CH_01,SKU-102,237,243,13.6,WARNING
2324,20260930,WH_CH_01,SKU-103,343,356,17.8,NORMAL
2325,20260930,WH_CH_01,SKU-201,743,717,42.2,NORMAL
2326,20260930,WH_CH_01,SKU-202,667,703,41.4,NORMAL
2327,20260930,WH_CH_01,SKU-203,524,552,26.3,NORMAL
2328,20260930,WH_CH_01,SKU-301,580,595,29.8,NORMAL
2329,20260930,WH_CH_01,SKU-302,194,205,12.9,WARNING
2330,20260930,WH_CH_01,SKU-303,625,608,33.8,NORMAL
2331,20260930,WH_CH_01,SKU-401,693,710,32.3,NORMAL
2332,20260930,WH_CH_01,SKU-402,166,170,9.5,WARNING
2333,20260930,WH_CH_01,SKU-101,494,484,25.5,NORMAL
2334,20260930,WH_CH_01,SKU-102,430,429,21.5,NORMAL
2335,20260930,WH_CH_01,SKU-103,433,432,16.6,NORMAL
2336,20260930,WH_CH_01,SKU-201,219,222,18.5,NORMAL
2337,20260930,WH_CH_01,SKU-202,578,574,24.0,NORMAL
2338,20260930,WH_CH_01,SKU-203,330,337,14.0,NORMAL
2339,20260930,WH_CH_01,SKU-301,129,134,7.5,WARNING
2340,20260930,WH_CH_01,SKU-302,484,479,20.0,NORMAL
2341,20260930,WH_CH_01,SKU-303,543,568,24.7,NORMAL
2342,20260930,WH_CH_01,SKU-401,488,492,23.5,NORMAL
2343,20260930,WH_CH_01,SKU-402,481,506,23.0,NORMAL
2344,20260930,WH_CH_01,SKU-101,373,384,27.5,NORMAL
2345,20260930,WH_CH_01,SKU-102,714,734,43.2,NORMAL
2346,20260930,WH_CH_01,SKU-103,537,526,37.6,NORMAL
2347,20260930,WH_CH_01,SKU-201,483,495,35.4,NORMAL
2348,20260930,WH_CH_01,SKU-202,338,330,19.4,NORMAL
2349,20260930,WH_CH_01,SKU-203,125,122,8.2,WARNING
2350,20260930,WH_CH_01,SKU-301,532,522,29.0,NORMAL
2351,20260930,WH_CH_01,SKU-302,942,946,37.9,NORMAL
2352,20260930,WH_CH_01,SKU-303,900,895,42.6,NORMAL
2353,20260930,WH_CH_01,SKU-401,245,251,14.8,NORMAL
2354,20260930,WH_CH_01,SKU-402,731,709,30.8,NORMAL
2355,20260930,WH_CH_01,SKU-101,671,657,36.5,NORMAL
2356,20260930,WH_CH_01,SKU-102,445,449,22.5,NORMAL
2357,20260930,WH_CH_01,SKU-103,220,211,11.8,WARNING
2358,20260930,WH_CH_01,SKU-201,210,206,8.6,WARNING
2359,20260930,WH_CH_01,SKU-202,651,668,41.8,NORMAL
2360,20260930,WH_CH_01,SKU-203,794,825,35.9,NORMAL
2361,20260930,WH_CH_01,SKU-301,949,996,43.3,NORMAL
2362,20260930,WH_CH_01,SKU-302,692,686,40.4,NORMAL
2363,20260930,WH_CH_01,SKU-303,505,511,25.6,NORMAL
2364,20260930,WH_CH_01,SKU-401,160,158,9.3,WARNING
2365,20260930,WH_CH_01,SKU-402,660,685,29.8,NORMAL
2366,20260930,WH_CH_01,SKU-101,526,550,39.3,NORMAL
2367,20260930,WH_CH_01,SKU-102,200,198,15.3,NORMAL
2368,20260930,WH_CH_01,SKU-103,459,443,27.7,NORMAL
2369,20260930,WH_CH_01,SKU-201,390,376,17.1,NORMAL
2370,20260930,WH_CH_01,SKU-202,437,448,24.9,NORMAL
2371,20260930,WH_CH_01,SKU-203,177,170,10.0,WARNING
2372,20260930,WH_CH_01,SKU-301,255,269,15.9,NORMAL
2373,20260930,WH_CH_01,SKU-302,828,868,37.8,NORMAL
2374,20260930,WH_CH_01,SKU-303,1121,1167,41.7,NORMAL
2375,20260930,WH_CH_01,SKU-401,454,474,20.6,NORMAL
2376,20260930,WH_CH_01,SKU-402,552,547,26.0,NORMAL
